OTU;Domain;Phylum;Class;Order;Family;Genus;Species;unique;;;;Phylum;Class;Order;Family;Genus;Species;;Family;;;Genus;;;Species;
Otu3787;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A caecimuris;Otu3787;;;;;;;;;;;;;;;;;;
Otu3792;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp000431775;Otu3792;;;;;;;;;;;;;;;;;;
Otu3797;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_I;Eubacterium_I ramulus_A;Otu3797;;;;;;;;;;;;;;;;;;
Otu3803;Bacteria;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-390;CAG-390;Otu3803;;;;;;;;;;;;;;;;;;
Otu3805;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E intestinalis;Otu3805;;;;;;;;;;;;;;;;;;
Otu3806;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3806;;;;;;;;;;;;;;;;;;
Otu3810;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-245;CAG-245 sp000435175;Otu3810;;;;;;;;;;;;;;;;;;
Otu3816;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3816;;;;;;;;;;;;;;;;;;
Otu3826;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus;Bariatricus;Otu3826;;;;;;;;;;;;;;;;;;
Otu3831;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp003491505;Otu3831;;;;;;;;;;;;;;;;;;
Otu3832;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu3832;;;;;;;;;;;;;;;;;;
Otu3833;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A difficilis;Otu3833;;;;;;;;;;;;;;;;;;
Otu3838;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Hominimerdicola;Hominimerdicola aceti;Otu3838;;;;;;;;;;;;;;;;;;
Otu3839;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3839;;;;;;;;;;;;;;;;;;
Otu3841;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas cirricatena;Otu3841;;;;;;;;;;;;;;;;;;
Otu3857;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas;Otu3857;;;;;;;;;;;;;;;;;;
Otu3860;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3860;;;;;;;;;;;;;;;;;;
Otu3867;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3867;;;;;;;;;;;;;;;;;;
Otu3874;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor;Otu3874;;;;;;;;;;;;;;;;;;
Otu3875;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu3875;;;;;;;;;;;;;;;;;;
Otu3879;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia inulinivorans;Otu3879;;;;;;;;;;;;;;;;;;
Otu3884;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Hominimerdicola;Hominimerdicola aceti;Otu3884;;;;;;;;;;;;;;;;;;
Otu3885;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3885;;;;;;;;;;;;;;;;;;
Otu3886;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster sp900541315;Otu3886;;;;;;;;;;;;;;;;;;
Otu3888;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola plebeius_A;Otu3888;;;;;;;;;;;;;;;;;;
Otu3899;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3899;;;;;;;;;;;;;;;;;;
Otu3900;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia;Otu3900;;;;;;;;;;;;;;;;;;
Otu3906;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3906;;;;;;;;;;;;;;;;;;
Otu3907;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3907;;;;;;;;;;;;;;;;;;
Otu3908;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter sp900543445;Otu3908;;;;;;;;;;;;;;;;;;
Otu3910;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3910;;;;;;;;;;;;;;;;;;
Otu3914;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu3914;;;;;;;;;;;;;;;;;;
Otu3915;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu3915;;;;;;;;;;;;;;;;;;
Otu3916;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3916;;;;;;;;;;;;;;;;;;
Otu3919;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu3919;;;;;;;;;;;;;;;;;;
Otu3921;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Merdimmobilis;Merdimmobilis hominis;Otu3921;;;;;;;;;;;;;;;;;;
Otu3924;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu3924;;;;;;;;;;;;;;;;;;
Otu3937;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira pectinoschiza_A;Otu3937;;;;;;;;;;;;;;;;;;
Otu3941;Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcaceae;Peptostreptococcaceae;Otu3941;;;;;;;;;;;;;;;;;;
Otu3946;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu3946;;;;;;;;;;;;;;;;;;
Otu3948;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella hominis;Otu3948;;;;;;;;;;;;;;;;;;
Otu3955;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3955;;;;;;;;;;;;;;;;;;
Otu3957;Bacteria;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus intestini;Otu3957;;;;;;;;;;;;;;;;;;
Otu3958;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3958;;;;;;;;;;;;;;;;;;
Otu3961;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter;Otu3961;;;;;;;;;;;;;;;;;;
Otu3966;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus;Otu3966;;;;;;;;;;;;;;;;;;
Otu3969;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter;Otu3969;;;;;;;;;;;;;;;;;;
Otu3971;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp900544945;Otu3971;;;;;;;;;;;;;;;;;;
Otu3973;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus_A;Butyricicoccus_A intestinisimiae;Otu3973;;;;;;;;;;;;;;;;;;
Otu3980;Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-314;Fimimonas;Fimimonas;Otu3980;;;;;;;;;;;;;;;;;;
Otu3991;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3991;;;;;;;;;;;;;;;;;;
Otu4001;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4001;;;;;;;;;;;;;;;;;;
Otu4004;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4004;;;;;;;;;;;;;;;;;;
Otu4010;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio;Otu4010;;;;;;;;;;;;;;;;;;
Otu4012;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4012;;;;;;;;;;;;;;;;;;
Otu4013;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola plebeius_A;Otu4013;;;;;;;;;;;;;;;;;;
Otu4020;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum;Otu4020;;;;;;;;;;;;;;;;;;
Otu4021;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4021;;;;;;;;;;;;;;;;;;
Otu4029;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-508;CAG-508;Otu4029;;;;;;;;;;;;;;;;;;
Otu4033;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4033;;;;;;;;;;;;;;;;;;
Otu4034;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp000431775;Otu4034;;;;;;;;;;;;;;;;;;
Otu4036;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu4036;;;;;;;;;;;;;;;;;;
Otu4037;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus_A;Coprococcus_A;Otu4037;;;;;;;;;;;;;;;;;;
Otu4043;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C callidus;Otu4043;;;;;;;;;;;;;;;;;;
Otu4045;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C callidus;Otu4045;;;;;;;;;;;;;;;;;;
Otu4047;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4047;;;;;;;;;;;;;;;;;;
Otu4050;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000434635;Otu4050;;;;;;;;;;;;;;;;;;
Otu4051;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Fimicola;Fimicola cottocaccae;Otu4051;;;;;;;;;;;;;;;;;;
Otu4060;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;Otu4060;;;;;;;;;;;;;;;;;;
Otu4067;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii;Otu4067;;;;;;;;;;;;;;;;;;
Otu4068;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu4068;;;;;;;;;;;;;;;;;;
Otu4070;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu4070;;;;;;;;;;;;;;;;;;
Otu4071;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter sp934365945;Otu4071;;;;;;;;;;;;;;;;;;
Otu4074;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4074;;;;;;;;;;;;;;;;;;
Otu4079;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4079;;;;;;;;;;;;;;;;;;
Otu4081;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4081;;;;;;;;;;;;;;;;;;
Otu4082;Bacteria;Bacillota_B;Bacillota_B;Bacillota_B;Bacillota_B;Bacillota_B;Bacillota_B;Otu4082;;;;;;;;;;;;;;;;;;
Otu4085;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Oliverpabstia;Oliverpabstia;Otu4085;;;;;;;;;;;;;;;;;;
Otu4087;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu4087;;;;;;;;;;;;;;;;;;
Otu4089;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4089;;;;;;;;;;;;;;;;;;
Otu4090;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminiclostridium_E;Ruminiclostridium_E siraeum;Otu4090;;;;;;;;;;;;;;;;;;
Otu4097;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacteraceae;Acutalibacteraceae;Otu4097;;;;;;;;;;;;;;;;;;
Otu4099;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu4099;;;;;;;;;;;;;;;;;;
Otu4100;Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-138;SFEL01;SFEL01 sp004557245;Otu4100;;;;;;;;;;;;;;;;;;
Otu4103;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;Anaerotruncus massiliensis;Otu4103;;;;;;;;;;;;;;;;;;
Otu4104;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;Ventricola;Ventricola sp900542395;Otu4104;;;;;;;;;;;;;;;;;;
Otu4105;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G;Otu4105;;;;;;;;;;;;;;;;;;
Otu4108;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;Otu4108;;;;;;;;;;;;;;;;;;
Otu4112;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4112;;;;;;;;;;;;;;;;;;
Otu4113;Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcaceae;Peptostreptococcaceae;Otu4113;;;;;;;;;;;;;;;;;;
Otu4116;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4116;;;;;;;;;;;;;;;;;;
Otu4121;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruthenibacterium;Ruthenibacterium lactatiformans;Otu4121;;;;;;;;;;;;;;;;;;
Otu4124;Bacteria;Bacillota_I;Bacilli_A;RF39;UBA660;Onthocola_B;Onthocola_B sp000438075;Otu4124;;;;;;;;;;;;;;;;;;
Otu4127;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii;Otu4127;;;;;;;;;;;;;;;;;;
Otu4131;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4131;;;;;;;;;;;;;;;;;;
Otu4133;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E;Otu4133;;;;;;;;;;;;;;;;;;
Otu4134;Bacteria;Bacillota_I;Bacilli_A;RF39;UBA660;CAG-302;CAG-302 sp000431795;Otu4134;;;;;;;;;;;;;;;;;;
Otu4136;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp000435555;Otu4136;;;;;;;;;;;;;;;;;;
Otu4138;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp900544945;Otu4138;;;;;;;;;;;;;;;;;;
Otu4139;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Hominenteromicrobium;Hominenteromicrobium mulieris;Otu4139;;;;;;;;;;;;;;;;;;
Otu4140;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4140;;;;;;;;;;;;;;;;;;
Otu4144;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A faecis;Otu4144;;;;;;;;;;;;;;;;;;
Otu4146;Bacteria;Bacillota_A;Clostridia;Christensenellales;UBA1750;Spyradocola;Spyradocola merdavium;Otu4146;;;;;;;;;;;;;;;;;;
Otu4147;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4147;;;;;;;;;;;;;;;;;;
Otu4153;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu4153;;;;;;;;;;;;;;;;;;
Otu4158;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;F0428;F0428 sp003043955;Otu4158;;;;;;;;;;;;;;;;;;
Otu4161;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila_E;Otu4161;;;;;;;;;;;;;;;;;;
Otu4162;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Butyricimonas faecalis;Otu4162;;;;;;;;;;;;;;;;;;
Otu4164;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum butyriciproducens;Otu4164;;;;;;;;;;;;;;;;;;
Otu4165;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas;Otu4165;;;;;;;;;;;;;;;;;;
Otu4171;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Otu4171;;;;;;;;;;;;;;;;;;
Otu4177;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp000432135;Otu4177;;;;;;;;;;;;;;;;;;
Otu4179;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira;Otu4179;;;;;;;;;;;;;;;;;;
Otu4184;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospirales;Oscillospirales;Oscillospirales;Otu4184;;;;;;;;;;;;;;;;;;
Otu4188;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger;Otu4188;;;;;;;;;;;;;;;;;;
Otu4189;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4189;;;;;;;;;;;;;;;;;;
Otu4191;Bacteria;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Allisonella;Allisonella histaminiformans;Otu4191;;;;;;;;;;;;;;;;;;
Otu4193;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Tractidigestivibacter;Tractidigestivibacter sp000752675;Otu4193;;;;;;;;;;;;;;;;;;
Otu4194;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;Otu4194;;;;;;;;;;;;;;;;;;
Otu4197;Bacteria;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus;Otu4197;;;;;;;;;;;;;;;;;;
Otu4202;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;Negativibacillus sp905197685;Otu4202;;;;;;;;;;;;;;;;;;
Otu4203;Bacteria;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister;Otu4203;;;;;;;;;;;;;;;;;;
Otu4206;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4206;;;;;;;;;;;;;;;;;;
Otu4208;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella hominis;Otu4208;;;;;;;;;;;;;;;;;;
Otu4210;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Hominenteromicrobium;Hominenteromicrobium;Otu4210;;;;;;;;;;;;;;;;;;
Otu4212;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospirales;Oscillospirales;Oscillospirales;Otu4212;;;;;;;;;;;;;;;;;;
Otu4217;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4217;;;;;;;;;;;;;;;;;;
Otu4218;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G sp000435815;Otu4218;;;;;;;;;;;;;;;;;;
Otu4224;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4224;;;;;;;;;;;;;;;;;;
Otu4227;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio_A;Butyrivibrio_A crossotus;Otu4227;;;;;;;;;;;;;;;;;;
Otu4236;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;UMGS27;UMGS27 sp900538555;Otu4236;;;;;;;;;;;;;;;;;;
Otu4239;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;Otu4239;;;;;;;;;;;;;;;;;;
Otu4240;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4240;;;;;;;;;;;;;;;;;;
Otu4242;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola plebeius;Otu4242;;;;;;;;;;;;;;;;;;
Otu4244;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;Aristaeella;Aristaeella;Otu4244;;;;;;;;;;;;;;;;;;
Otu4245;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminiclostridium_E;Ruminiclostridium_E siraeum;Otu4245;;;;;;;;;;;;;;;;;;
Otu4247;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4247;;;;;;;;;;;;;;;;;;
Otu4248;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4248;;;;;;;;;;;;;;;;;;
Otu4256;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu4256;;;;;;;;;;;;;;;;;;
Otu4263;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4263;;;;;;;;;;;;;;;;;;
Otu4273;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu4273;;;;;;;;;;;;;;;;;;
Otu4277;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans;Otu4277;;;;;;;;;;;;;;;;;;
Otu4278;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4278;;;;;;;;;;;;;;;;;;
Otu4285;Bacteria;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;Scatosoma;Scatosoma sp900542935;Otu4285;;;;;;;;;;;;;;;;;;
Otu4286;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu4286;;;;;;;;;;;;;;;;;;
Otu4288;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Coprobacteraceae;Coprobacter;Coprobacter fastidiosus;Otu4288;;;;;;;;;;;;;;;;;;
Otu4293;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4293;;;;;;;;;;;;;;;;;;
Otu4295;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170;Otu4295;;;;;;;;;;;;;;;;;;
Otu4296;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4296;;;;;;;;;;;;;;;;;;
Otu4297;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;Aristaeella;Aristaeella;Otu4297;;;;;;;;;;;;;;;;;;
Otu4300;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Hominenteromicrobium;Hominenteromicrobium mulieris;Otu4300;;;;;;;;;;;;;;;;;;
Otu4302;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4302;;;;;;;;;;;;;;;;;;
Otu4303;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus_A;Butyricicoccus_A intestinisimiae;Otu4303;;;;;;;;;;;;;;;;;;
Otu4304;Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-349;CAG-349 sp003539515;Otu4304;;;;;;;;;;;;;;;;;;
Otu4312;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales;Bacteroidales;Bacteroidales;Otu4312;;;;;;;;;;;;;;;;;;
Otu4314;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4314;;;;;;;;;;;;;;;;;;
Otu4315;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu4315;;;;;;;;;;;;;;;;;;
Otu4318;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospirales;Oscillospirales;Oscillospirales;Otu4318;;;;;;;;;;;;;;;;;;
Otu4327;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum faecicola;Otu4327;;;;;;;;;;;;;;;;;;
